dataset,method,model,mean,q90,std,raw
annthyroid,CV+,IForest,0.161,0.232,0.06,"[0.19895000000000002, 0.04653, 0.15754, 0.13298000000000001, 0.11622, 0.04424, 0.10869000000000001, 0.15374, 0.20066, 0.17949, 0.17782, 0.24815, 0.15054, 0.054560000000000004, 0.10756, 0.13698, 0.26907, 0.12235, 0.2064, 0.19868, 0.26637, 0.18576, 0.09124, 0.11648, 0.21979, 0.16272, 0.12757, 0.18072, 0.21919, 0.19092, 0.0987, 0.13816, 0.16281, 0.08214, 0.056369999999999996, 0.18144, 0.24373, 0.12412000000000001, 0.20128000000000001, 0.15397, 0.21192, 0.22156, 0.20221, 0.10782, 0.13435, 0.15908, 0.15185, 0.32973, 0.16473, 0.23416, 0.2129, 0.014199999999999999, 0.21975, 0.17047, 0.16282, 0.10485, 0.21253, 0.19158, 0.13958, 0.2361, 0.18481, 0.09701, 0.19971, 0.09707, 0.19912, 0.19398, 0.14148, 0.1317, 0.2148, 0.19833, 0.16599, 0.08709, 0.21832000000000001, 0.04876, 0.13231, 0.14079, 0.05642, 0.15877, 0.13761, 0.12498, 0.21677, 0.2322, 0.06294, 0.18153, 0.09616, 0.17161, 0.0571, 0.22203, 0.28824, 0.15303, 0.12922, 0.18599, 0.15011, 0.15432, 0.17084, 0.23326, 0.03788, 0.18745, 0.16786, 0.23968]"
annthyroid,CV+,LOF,0.162,0.242,0.065,"[0.16521, 0.13175, 0.08132, 0.1123, 0.19323, 0.12936, 0.10623, 0.13777, 0.18862, 0.10716, 0.16836, 0.16104, 0.13562, 0.18297, 0.18555, 0.02338, 0.30105, 0.1303, 0.17878, 0.26387, 0.29695, 0.16915, 0.1573, 0.22777, 0.19341, 0.13801, 0.2146, 0.07314, 0.14391, 0.10277, 0.1682, 0.15388, 0.20492, 0.10991000000000001, 0.04455, 0.045200000000000004, 0.17234, 0.18084, 0.0874, 0.17892, 0.19629, 0.17583, 0.18271, 0.19544, 0.21692, 0.22583, 0.13878000000000001, 0.22156, 0.19897, 0.23266, 0.2437, 0.20128000000000001, 0.11565, 0.15367, 0.19959, 0.15037, 0.16265, 0.14006, 0.19888, 0.05852, 0.1375, 0.16684, 0.18325, 0.13282, 0.17924, 0.21134, 0.25573, 0.18363, 0.17477, 0.15086, 0.1804, 0.18281, 0.03018, 0.041460000000000004, 0.22305, 0.13708, 0.08296, 0.10528, 0.34036, 0.22267, 0.19493, 0.05231, 0.22839, 0.24203, 0.10531, 0.26768000000000003, 0.13812, 0.26817, 0.21065, 0.047420000000000004, 0.09065, 0.07085, 0.27033, 0.06498, 0.07691, 0.09243, 0.17245, 0.0994, 0.11219, 0.2781]"
annthyroid,CV+,PCA,0.162,0.234,0.055,"[0.20082, 0.14725, 0.09887, 0.14725, 0.11743, 0.11387, 0.17914, 0.12861, 0.19815, 0.16191, 0.14044, 0.1351, 0.14793, 0.16144, 0.11003, 0.23704, 0.30879, 0.16433, 0.18941, 0.13089, 0.17728, 0.28257, 0.20245, 0.11985, 0.18951, 0.11088, 0.25101, 0.20092, 0.038489999999999996, 0.18519, 0.08772, 0.14008, 0.16744, 0.08575, 0.13306, 0.17312, 0.18736, 0.18719, 0.06459, 0.12391, 0.05728, 0.15528, 0.21625, 0.25209, 0.13596, 0.15453, 0.11387, 0.20244, 0.26523, 0.19904, 0.21458, 0.23103, 0.21047, 0.12297, 0.10992, 0.11042, 0.12067, 0.12936, 0.19337000000000001, 0.11979, 0.14539, 0.24121, 0.17738, 0.11808, 0.12901, 0.15005, 0.14808, 0.19231, 0.21332, 0.12208, 0.16423, 0.18306, 0.13057, 0.04893, 0.23341, 0.15908, 0.12074, 0.05903, 0.12189, 0.22965, 0.10679, 0.13471, 0.21837, 0.17523, 0.25623, 0.2283, 0.2082, 0.14063, 0.23206, 0.06812, 0.09544, 0.137, 0.13453, 0.11893000000000001, 0.15354, 0.16919, 0.28403, 0.17853, 0.11448, 0.2809]"
mammography,SC,IForest,0.164,0.261,0.077,"[0.20533, 0.08282, 0.15312, 0.22209, 0.09153, 0.12581, 0.13799, 0.06501, 0.16369, 0.16757, 0.2813, 0.17436, 0.045470000000000003, 0.06283, 0.01746, 0.24403, 0.12942, 0.09032, 0.27373000000000003, 0.14897, 0.09915, 0.17399, 0.19431, 0.11822, 0.19762, 0.29365, 0.18652, 0.23068, 0.0056700000000000006, 0.048690000000000004, 0.17365, 0.20574, 0.10783, 0.21377000000000002, 0.24329, 0.25238, 0.09212000000000001, 0.20318, 0.09269000000000001, 0.14078, 0.00523, 0.06123, 0.22782, 0.24113, 0.22145, 0.15016000000000002, 0.22978, 0.0072, 0.08054, 0.25994, 0.19897, 0.23269, 0.26022, 0.20763, 0.00588, 0.22465, 0.06219, 0.20229, 0.28681, 0.13584, 0.19204, 0.12059, 0.08464, 0.19569, 0.0659, 0.08923, 0.19983, 0.17257, 0.26973, 0.17172, 0.17078000000000002, 0.25704, 0.03003, 0.16518, 0.1726, 0.27966, 0.32436, 0.11571000000000001, 0.17611000000000002, 0.16793, 0.17828, 0.14341, 0.14361000000000002, 0.276, 0.12387000000000001, 0.00875, 0.20211, 0.30324, 0.23541, 0.08017, 0.19878, 0.16569, 0.13909, 0.13276, 0.2298, 0.06368, 0.27074, 0.22262, 0.21682, 0.18736]"
mammography,SC,LOF,0.142,0.256,0.088,"[0.34992, 0.25538, 0.00214, 0.20885, 0.07985, 0.18144, 0.00702, 0.16392, 0.02636, 0.09816, 0.26302, 0.30292, 0.010320000000000001, 0.22782, 0.01694, 0.01153, 0.20377, 0.24893, 0.20618, 0.23361, 0, 0.01619, 0.2246, 0.04766, 0.11831, 0.11037, 0.17777, 0.27005, 0.12765, 0.04636, 0.22914, 0.26036, 0.15455, 0.09591, 0.24161, 0.12991, 0.1456, 0.15259, 0.11776, 0, 0.12072, 0.030690000000000002, 0.01535, 0.21965, 0.1081, 0.01138, 0.06303, 0.18269, 0.13904, 0.19622, 0.01535, 0.15104, 0.0818, 0.11646, 0.22981, 0.26777, 0.12176000000000001, 0.20456, 0.22818, 0.0689, 0.17332, 0.2876, 0.01, 0.16144, 0.11, 0.20317, 0.18109, 0.18335, 0.08398, 0.04569, 0.13675, 0.04523, 0.26379, 0.18497, 0.16915, 0.09948, 0.00611, 0.25519000000000003, 0.2252, 0.14867, 0.00732, 0.08574, 0.20339000000000002, 0.04386, 0.05494, 0.24782, 0.26491, 0.10736, 0.25491, 0.18132, 0.14548, 0.14446, 0.17594, 0.16974, 0.17335, 0.29658, 0, 0.02568, 0.09854, 0.18076]"
mammography,SC,PCA,0.166,0.245,0.066,"[0.18359, 0.2085, 0.18436, 0.08264, 0.22537, 0.16576, 0.08585, 0.18833, 0.27414, 0.13185, 0.1682, 0.24227, 0.04259, 0.19604, 0.1777, 0.20571, 0.21453, 0.19029000000000001, 0.19091, 0.14356, 0.17422, 0.03314, 0.18912, 0.30857, 0.08554, 0.23185, 0.17744000000000001, 0.20367, 0.20913, 0.09801, 0.25288, 0.22527, 0.22425, 0.09937, 0.1512, 0.21206, 0.14239, 0.22502, 0.15648, 0.17347, 0.06135, 0.10066, 0.27883, 0.18875, 0.19572, 0.24724, 0.22634, 0.01004, 0.26637, 0.19295, 0.08360000000000001, 0.13388, 0.17953, 0.22273, 0.1708, 0.17947, 0.25268, 0.13728, 0.14494, 0.20487, 0.24964, 0.06414, 0.01375, 0.1538, 0.03936, 0.15484, 0.14587, 0.20885, 0.00285, 0.05775, 0.24548999999999999, 0.02384, 0.22952, 0.10817, 0.2389, 0.19085, 0.23868, 0.12144, 0.14982, 0.11507, 0.12462, 0.10473, 0.12595, 0.16765, 0.14386, 0.14508, 0.18038, 0.26188, 0.20514, 0.16906, 0.07791000000000001, 0.23151, 0.10917, 0.21187, 0.15454, 0.14108, 0.14131, 0.18468, 0.24447, 0.17583]"
mammography,CV,IForest,0.153,0.296,0.099,"[0.19359, 0.29513, 0.37388, 0.09767, 0.07127, 0.08598, 0.22798000000000002, 0.0, 0.02423, 0.11369, 0.26486, 0.25876, 0.0502, 0.23089, 0.22091, 0.23833000000000001, 0.00277, 0.23199, 0.17612, 0.21478, 0.19322, 0.07713, 0.28156, 0.15653, 0.07565, 0.07285, 0.13816, 0.01033, 0.21205, 0.21743, 0.3775, 0.30937, 0.24944, 0.00167, 0.15371, 0.30478, 0.14385, 0.01258, 0.04288, 0.10958999999999999, 0.1762, 0.11816, 0.0, 0.10366, 0.13233, 0.3544, 0.19458, 0.05402, 0.23762, 0.13363, 0.0, 0.23812, 0.20144, 0.11373, 0.22298, 0.1988, 0.00589, 0.15735, 0.04287, 0.30424, 0.18249, 0.04828, 0.03746, 0.04842, 0.21184, 0.13902, 0.0, 0.0, 0.27349, 0.16808, 0.06904, 0.13681000000000001, 0.15251, 0.17432, 0.06404, 0.12001, 0.32488, 0.19338, 0.10124, 0.10323, 0.12091, 0.32168, 0.01829, 0.10637, 0.19525, 0.15781, 0.03698, 0.13717000000000001, 0.30377, 0.18139, 0.25513, 0.07416, 0.1065, 0.15227, 0.29347, 0.01187, 0.25691, 0.04975, 0.16319, 0.30118]"
mammography,CV,LOF,0.16,0.23,0.074,"[0.22985, 0.25306, 0.21631, 0.17887, 0.23133, 0.1323, 0.15403, 0.16766, 0.0038599999999999997, 0.04234, 0.17838, 0.24218, 0.20624, 0.19147, 0.22815, 0.20092, 0, 0.04423, 0.23635, 0.17701, 0.22363, 0.14642, 0.15157, 0.06274, 0.0166, 0.20326, 0.23579, 0.10826, 0.22894, 0.15095, 0.18906, 0.22311999999999999, 0.14726, 0.17539, 0.14698, 0.18194, 0.15229, 0.23709, 0.17825, 0.14135, 0.01858, 0.19019, 0.1436, 0.2706, 0.18021, 0.18583, 0.02385, 0.22603, 0.22997, 0.21624, 0.22043000000000001, 0.06427, 0.18026, 0.15792, 0.17086, 0.17319, 0.03413, 0.19727, 0.18111, 0.17632, 0.16465, 0.15695, 0.26309, 0.18355, 0.18769, 0.02947, 0.14111, 0.14508, 0.11935, 0.5214, 0.015300000000000001, 0.13198000000000001, 0.13027, 0.09519999999999999, 0.22328, 0.14692, 0.04212, 0.20233, 0.17536, 0.14517, 0.14469, 0.12258, 0.0929, 0.18568, 0.1371, 0.13408, 0.20103000000000001, 0.17582, 0.08613, 0.18935, 0.07689, 0.17537, 0.03785, 0.19215, 0.19436, 0.24366, 0.17686, 0.06065, 0.197, 0.13512]"
mammography,CV,PCA,0.174,0.231,0.042,"[0.17456, 0.18377, 0.20437, 0.14626, 0.14583, 0.23751, 0.17916, 0.20774, 0.14657, 0.1096, 0.22794999999999999, 0.19491, 0.15835, 0.18229, 0.15051, 0.20767, 0.15104, 0.21301, 0.18091, 0.15395, 0.15748, 0.10952, 0.14656, 0.1519, 0.21698, 0.18269, 0.28798, 0.14894, 0.21654, 0.23128, 0.2, 0.2394, 0.23135, 0.13513, 0.15712, 0.17506, 0.17851, 0.22195, 0.15949, 0.11139, 0.13739, 0.21091000000000001, 0.20506, 0.16238, 0.25232, 0.12915, 0.20597000000000001, 0.24397, 0.14916, 0.20036, 0.17996, 0.17427, 0.15367, 0.18612, 0.12609, 0.19167, 0.17517, 0.24815, 0.20995, 0.17994, 0.15374, 0.15012999999999999, 0.04951, 0.25433, 0.19498, 0.13781, 0.13426, 0.1097, 0.11304, 0.09675, 0.14192, 0.22965, 0.12382, 0.21657, 0.20517, 0.25167, 0.1585, 0.1415, 0.14384, 0.11355, 0.15141, 0.12359, 0.16249, 0.13811, 0.20837, 0.17723, 0.15078, 0.14326, 0.1299, 0.18988, 0.22429, 0.1233, 0.21963, 0.16313, 0.13386, 0.24139, 0.1352, 0.16626, 0.18323, 0.19753]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.18268, 0.01519, 0.13908, 0.10204, 0.14211, 0.15564, 0.09584, 0.05959, 0.10046000000000001, 0.07861, 0.09468, 0.10778, 0.11897, 0.13057, 0.13637, 0.21475, 0.15469, 0.11334999999999999, 0.10506, 0.10461, 0.06470000000000001, 0.04618, 0.10727, 0.13766, 0.10355, 0.1423, 0.07066, 0.23677, 0.13297, 0.04081, 0.17268, 0.21147, 0.12161, 0.05191, 0.10676, 0.17773, 0.1897, 0.13263, 0.13114, 0.0304, 0.11082, 0.15859, 0.08098, 0.14127, 0.22053, 0.17429, 0.09682, 0.08207, 0.0672, 0.21675, 0.14751, 0.21201, 0.20263, 0.01068, 0.16754, 0.12501, 0.13299, 0.10085, 0.23634, 0.040100000000000004, 0.1139, 0.09863, 0.10031, 0.12312, 0.07481, 0.1392, 0.10706, 0.08933, 0.06863, 0.11735, 0.05126, 0.08389, 0.18591, 0.09479, 0.18739, 0.16938, 0.2111, 0.1093, 0.15566, 0.12267, 0.04843, 0.09186, 0.1905, 0.20193, 0.10246, 0.208, 0.21148, 0.05095, 0.06875, 0.13147, 0.17668, 0.14866000000000001, 0.05607, 0.08352, 0.16932, 0.10028, 0.13849, 0.22291, 0.15998, 0.18917]"
mammography,CV+,LOF,0.165,0.234,0.075,"[0.24595, 0.13677, 0.21722, 0.17165, 0.23608, 0.26424, 0.15521, 0.17515, 0.00412, 0.05514, 0.23274, 0.23521, 0.0394, 0.17902, 0.20225, 0.21044, 0.17466, 0, 0.19684, 0.22836, 0.15501, 0.23459, 0.11364, 0.01089, 0.06015, 0.21054, 0.22393, 0.14218, 0.23372, 0.15431, 0.1805, 0.17727, 0.14672, 0.16736, 0.14721, 0.17935, 0.21309, 0.23486, 0.17515, 0.13899, 0.30438, 0.19795, 0.01762, 0.26901, 0.13635, 0.23137, 0.18163, 0.03256, 0.18392, 0.21502, 0.17214, 0.06618, 0.22502, 0.1935, 0.15942, 0.03303, 0.18807, 0.18438, 0.20304, 0.17628, 0.15184, 0.16553, 0.26646, 0.03914, 0.14639, 0.17953, 0.1353, 0.17844, 0.13176, 0.52039, 0.02219, 0.13082, 0.22885, 0.14431, 0.14312, 0.16163, 0.05178, 0.23122, 0.15285, 0.1707, 0.14878, 0.20165, 0.11903, 0.13021, 0.1907, 0.14756, 0.2009, 0.17935, 0.19277, 0.08262, 0.07334, 0.17355, 0.18949, 0.23426, 0.19319, 0.03376, 0.06158, 0.18543, 0.19748, 0.14195]"
mammography,CV+,PCA,0.172,0.231,0.043,"[0.17175, 0.14415, 0.14296, 0.20383, 0.17836, 0.20327, 0.14292, 0.23545, 0.10705, 0.17842, 0.19324, 0.16019, 0.14771, 0.17516, 0.22613, 0.20077, 0.1789, 0.14953, 0.15234, 0.21153, 0.15626, 0.14973, 0.18245, 0.10356, 0.14373, 0.21307, 0.23139, 0.28141, 0.2156, 0.14574, 0.19856, 0.23811, 0.13373, 0.21993000000000001, 0.23135, 0.15092, 0.17291, 0.15811, 0.1772, 0.10868, 0.13347, 0.12556, 0.20867, 0.20339, 0.16206, 0.25045, 0.20796, 0.1477, 0.24452, 0.19529, 0.17264, 0.17957, 0.18602, 0.18518, 0.14716, 0.20465, 0.17012, 0.12375, 0.24917, 0.17645, 0.046239999999999996, 0.13445000000000001, 0.15252, 0.19327, 0.14426, 0.1357, 0.25238, 0.10889, 0.10155, 0.0952, 0.13926, 0.21346, 0.22871, 0.15667, 0.20521, 0.24952, 0.12355000000000001, 0.13905, 0.14384, 0.11122, 0.14951, 0.12122, 0.17662, 0.15541, 0.14871, 0.1376, 0.20747, 0.14099, 0.1889, 0.12784, 0.2206, 0.12261, 0.16283, 0.12985, 0.13539, 0.21703, 0.24017, 0.16885, 0.17682, 0.19105]"
shuttle,SC,IForest,0.175,0.209,0.025,"[0.18734, 0.16317, 0.16967, 0.17054, 0.22734000000000001, 0.20792, 0.16065, 0.14209, 0.21453, 0.17371, 0.16936, 0.20243, 0.13934, 0.20697, 0.18469, 0.19072, 0.14377, 0.15872, 0.18189, 0.10872, 0.17004, 0.14730000000000001, 0.18102000000000001, 0.14391, 0.16822, 0.14602, 0.19373, 0.21551, 0.15271, 0.15421, 0.20635, 0.17381, 0.17306, 0.18648, 0.17438, 0.17859, 0.18862, 0.16233, 0.23456, 0.19424, 0.18756, 0.13218, 0.17546, 0.16167, 0.12407, 0.19313, 0.16263, 0.15272, 0.17832, 0.17219, 0.15794, 0.17589, 0.1597, 0.185, 0.16109, 0.17025, 0.19097, 0.15807, 0.16495, 0.17168, 0.19342, 0.21566, 0.15774, 0.14922, 0.18591, 0.16615, 0.16961, 0.2064, 0.17006, 0.17948, 0.19528, 0.20453, 0.21605, 0.15729, 0.20322, 0.16056, 0.20409, 0.15405, 0.15619, 0.22031, 0.16215, 0.21841, 0.17776, 0.16516, 0.20605, 0.21441, 0.17021, 0.1584, 0.13552, 0.14942, 0.16786, 0.18459, 0.13803, 0.14099, 0.14575, 0.17827, 0.24776, 0.18605, 0.15259, 0.13274]"
shuttle,SC,LOF,0.181,0.21,0.023,"[0.20637, 0.20827, 0.1384, 0.17895, 0.17788, 0.17987, 0.1787, 0.14509, 0.15658, 0.19729, 0.1673, 0.17207, 0.14207, 0.1921, 0.19073, 0.16682, 0.22451, 0.17925, 0.21108, 0.21012, 0.16006, 0.18535000000000001, 0.19091, 0.1544, 0.14823, 0.1556, 0.19885, 0.21001, 0.21017, 0.21176, 0.17679, 0.20311, 0.1542, 0.19727, 0.22575, 0.21844, 0.19354, 0.17915, 0.23352, 0.1799, 0.16765, 0.14555, 0.20971, 0.19073, 0.18262, 0.15871, 0.20165, 0.15871, 0.16049, 0.18522, 0.12935, 0.15989, 0.14749, 0.16968, 0.17163, 0.18755, 0.17941, 0.1807, 0.16145, 0.19286, 0.16275, 0.14149, 0.1673, 0.19489, 0.17634, 0.1664, 0.17236, 0.18688, 0.18901, 0.16587, 0.21156, 0.17879, 0.20847, 0.17598, 0.17117, 0.16998, 0.21318, 0.15338, 0.16435, 0.20594, 0.15667, 0.19026, 0.18919, 0.20234, 0.19508, 0.15517, 0.16298, 0.18532, 0.13449, 0.18862, 0.18387, 0.17086, 0.20481, 0.25393, 0.15811, 0.18374000000000001, 0.17376, 0.20042, 0.20007, 0.19097]"
shuttle,SC,PCA,0.173,0.208,0.027,"[0.18744, 0.14424, 0.14312, 0.1591, 0.18288000000000001, 0.20903, 0.21313000000000001, 0.17638, 0.15282, 0.15726, 0.18343, 0.15046, 0.17245, 0.14165, 0.18566, 0.16979, 0.19866999999999999, 0.15074, 0.14514, 0.10439, 0.16539, 0.18408, 0.16377, 0.19184, 0.14244, 0.19807, 0.18084, 0.20152, 0.18638, 0.17433, 0.18168, 0.18067, 0.2009, 0.16436, 0.17985, 0.20759, 0.16095, 0.22883, 0.14571, 0.2114, 0.14935, 0.19101, 0.20088, 0.20613, 0.17219, 0.09695, 0.12673, 0.16576, 0.21356, 0.15859, 0.16082, 0.21205, 0.14918, 0.13289, 0.12682, 0.15903, 0.18821, 0.14863, 0.20232, 0.14367, 0.17012, 0.19953, 0.16861, 0.1327, 0.15494, 0.12642, 0.19625, 0.13567, 0.21569, 0.19218, 0.20028, 0.19305, 0.17674, 0.18802, 0.17308, 0.19915, 0.17042, 0.17604, 0.20386, 0.23878, 0.17146, 0.20299, 0.14962, 0.14241, 0.17439, 0.19368, 0.17289, 0.1524, 0.21613, 0.16712, 0.18501, 0.16546, 0.17671, 0.14705, 0.14944, 0.16362, 0.22127, 0.15405, 0.16925, 0.16265]"
shuttle,CV,IForest,0.182,0.251,0.059,"[0.18866, 0.26614, 0.21312, 0.21289, 0.11452, 0.24805, 0.21971, 0.24806, 0.12928, 0.2763, 0.14266, 0.19675, 0.12905, 0.18358, 0.30155, 0.15295, 0.1439, 0.11904, 0.31659, 0.24438000000000001, 0.21371, 0.20362, 0.20115, 0.1412, 0.24808, 0.30393, 0.18383, 0.10704, 0.17027, 0.12843, 0.17529, 0.21117, 0.15324000000000002, 0.12085, 0.14357, 0.3445, 0.22313, 0.19576, 0.16961, 0.24947, 0.15256, 0.18086, 0.23893, 0.13779, 0.19729, 0.2634, 0.10306, 0.14784, 0.16055, 0.23044, 0.13796, 0.11515, 0.21628, 0.22733, 0.19347, 0.18908, 0.1722, 0.09165, 0.22087, 0.17691, 0.21849, 0.16318, 0.12798, 0.05984, 0.13029, 0.13559, 0.2822, 0.21344, 0.21104, 0.08927, 0.09904, 0.14093, 0.16331, 0.18645, 0.32048, 0.10969, 0.12896, 0.06684, 0.09621, 0.17855000000000001, 0.12977, 0.12349, 0.08626, 0.2272, 0.16374, 0.16422, 0.1067, 0.10824, 0.22604, 0.1938, 0.21641, 0.22669, 0.24487, 0.21157, 0.26755, 0.15259, 0.23336, 0.19241, 0.19463, 0.13553]"
shuttle,CV,LOF,0.187,0.206,0.013,"[0.21222, 0.17196, 0.1955, 0.1638, 0.19355, 0.17409, 0.20891, 0.17302, 0.17242, 0.18999, 0.21443, 0.18681999999999999, 0.20269, 0.17659, 0.19346, 0.18418, 0.20934, 0.2005, 0.18888, 0.20608, 0.18997, 0.17551, 0.19538, 0.1719, 0.18535000000000001, 0.19592, 0.21151, 0.19206, 0.21009, 0.17695, 0.19096, 0.20825, 0.22254, 0.17683, 0.18851, 0.16288, 0.2055, 0.18293, 0.17981, 0.1885, 0.19202, 0.17755, 0.20546, 0.18576, 0.18735, 0.17115, 0.19384, 0.18667, 0.17086, 0.18224, 0.17809, 0.18402, 0.19923, 0.17572, 0.20196, 0.18041, 0.17471, 0.18904, 0.1866, 0.16734, 0.17383, 0.17423, 0.19697, 0.18613, 0.19439, 0.18084, 0.17811, 0.18904, 0.19983, 0.1794, 0.17026, 0.18098, 0.20462, 0.18946, 0.17146, 0.1851, 0.16475, 0.18512, 0.19159, 0.18915, 0.18365, 0.18958, 0.17772, 0.18045, 0.17879, 0.17146, 0.17624, 0.16693, 0.20817, 0.20531, 0.18205, 0.18844, 0.17586, 0.19394, 0.18955, 0.18478, 0.1736, 0.16586, 0.19431, 0.18476]"
shuttle,CV,PCA,0.176,0.195,0.014,"[0.19173, 0.15507, 0.17157, 0.18441, 0.17980000000000002, 0.18375, 0.17921, 0.20716, 0.18607, 0.19512, 0.15789, 0.16022, 0.16717, 0.17928, 0.16986, 0.19285, 0.17813, 0.19424, 0.16124, 0.19017, 0.19142, 0.17350000000000002, 0.15736, 0.16953000000000001, 0.17377, 0.16106, 0.18919, 0.17238, 0.16019, 0.15864, 0.17243, 0.17664, 0.16908, 0.18765, 0.17385, 0.17602, 0.19583, 0.15264, 0.17221, 0.17544, 0.15676, 0.19001, 0.16724, 0.1686, 0.17645, 0.17427, 0.16347, 0.15221, 0.16418, 0.1845, 0.17702, 0.16916, 0.17089000000000001, 0.17058, 0.16214, 0.19091, 0.18584, 0.18597, 0.17459, 0.15838, 0.16152, 0.19659, 0.14813, 0.21138, 0.18765, 0.17141, 0.1639, 0.17077, 0.16397, 0.1949, 0.1966, 0.1823, 0.17429, 0.18642, 0.17434, 0.1791, 0.19539, 0.16823, 0.21911, 0.15467, 0.20701, 0.16668, 0.16607, 0.18246, 0.16982, 0.18656, 0.16032, 0.17405, 0.18966, 0.15863, 0.17083, 0.17009, 0.17908, 0.16373000000000001, 0.15336, 0.17887, 0.19518, 0.17731, 0.17187, 0.17727]"
shuttle,CV+,IForest,0.165,0.18,0.013,"[0.18533, 0.16952, 0.15565, 0.14201, 0.1671, 0.15838, 0.16337, 0.16491, 0.18613, 0.17271, 0.16785, 0.1687, 0.15576, 0.15098, 0.17056, 0.17075, 0.17288, 0.1695, 0.16722, 0.15687, 0.18914, 0.14909, 0.15857, 0.17381, 0.14385, 0.17459, 0.16652, 0.17497000000000001, 0.14797, 0.14327, 0.16373, 0.18425, 0.15062, 0.15663, 0.17159, 0.17174, 0.18179, 0.1848, 0.14888, 0.16040000000000001, 0.14736, 0.16091, 0.14764, 0.15639, 0.15761, 0.13363, 0.16589, 0.14659, 0.15704, 0.1419, 0.17897, 0.15355, 0.16888, 0.16606, 0.17807, 0.17336000000000001, 0.15273, 0.16304, 0.17581, 0.14895, 0.14503, 0.17658000000000001, 0.18694, 0.16782, 0.16592, 0.16456, 0.16086, 0.17485, 0.18015, 0.17171, 0.17974, 0.16064, 0.16394, 0.13981, 0.16148, 0.15243, 0.16008, 0.17982, 0.14331, 0.20272, 0.1311, 0.14815, 0.1694, 0.16963, 0.14812, 0.16752, 0.1753, 0.16631, 0.16975, 0.16215, 0.16735, 0.17499, 0.17674, 0.1673, 0.17062, 0.16101000000000001, 0.1698, 0.17116, 0.18821, 0.18138]"
shuttle,CV+,LOF,0.178,0.196,0.012,"[0.20225, 0.16542, 0.15282, 0.18553, 0.19822, 0.18599, 0.16148, 0.16357, 0.16746, 0.18016, 0.19939, 0.17392, 0.18237, 0.19714, 0.16418, 0.17585, 0.19098, 0.19473, 0.18127, 0.20042, 0.16851, 0.18145, 0.16878, 0.1868, 0.17344, 0.18544, 0.20229, 0.16947, 0.19748, 0.18113, 0.17738, 0.19987, 0.2133, 0.16818, 0.18278, 0.15408, 0.19514, 0.1779, 0.16977, 0.17777, 0.17683, 0.1705, 0.19398, 0.17648, 0.17803, 0.1592, 0.18573, 0.1772, 0.16692, 0.17722, 0.16806, 0.16727, 0.18535, 0.16886, 0.17353, 0.18925, 0.16859, 0.18073, 0.18037, 0.15439, 0.16746, 0.16371, 0.18386, 0.1737, 0.18504, 0.16952, 0.16667, 0.1792, 0.19127, 0.17288, 0.15984, 0.174, 0.19299, 0.16232, 0.1804, 0.1794, 0.16115, 0.17128, 0.18017, 0.18336, 0.17469, 0.18044, 0.17202, 0.17279, 0.17585, 0.16772, 0.16795, 0.16083, 0.196, 0.19927, 0.17236, 0.17718, 0.16417, 0.1877, 0.17668, 0.17727, 0.16278, 0.16006, 0.18381, 0.17653]"
shuttle,CV+,PCA,0.171,0.185,0.012,"[0.15407, 0.18669, 0.17942, 0.17049, 0.20384, 0.17742, 0.17395, 0.17688, 0.17095, 0.17374, 0.18791, 0.16352, 0.17957, 0.15704, 0.15783, 0.17478, 0.16096, 0.18481, 0.1764, 0.16474, 0.18802, 0.18138, 0.16727, 0.16989, 0.15956, 0.15588, 0.16846, 0.15782000000000002, 0.17104, 0.1569, 0.18086, 0.19313, 0.16406, 0.16784, 0.16686, 0.16718, 0.15134, 0.17462, 0.17200000000000001, 0.16906, 0.15529, 0.17401, 0.18483, 0.16462, 0.16157, 0.16038, 0.14998, 0.16534000000000001, 0.16789, 0.17354, 0.17543, 0.1611, 0.16546, 0.18703, 0.18329, 0.16406, 0.18094, 0.16011, 0.17158, 0.15544, 0.16011, 0.19465, 0.14807, 0.18094, 0.16443, 0.17059, 0.16089, 0.16025, 0.1792, 0.18889, 0.18361, 0.17446, 0.16987, 0.17887, 0.16946, 0.16953000000000001, 0.15229, 0.21609, 0.16356, 0.18485000000000001, 0.19088, 0.16397, 0.16629, 0.16515, 0.17611, 0.17768, 0.15716, 0.17816, 0.16986, 0.15548, 0.16083, 0.16242, 0.17521, 0.15137, 0.16149, 0.17098, 0.17419, 0.16977, 0.18471, 0.16771]"
