dataset,method,model,calib_size,mean,q90,std,raw
pima,JaB,PCA,1000,0.063,0.122,0.052,"[0.085, 0, 0.17805, 0.02, 0.065, 0.13004, 0, 0.0925, 0.11042, 0.04667, 0.006670000000000001, 0.04333, 0, 0.06628, 0.09235, 0.09168, 0.006670000000000001, 0.06667000000000001, 0.095, 0.06623, 0.02, 0.085, 0, 0.15, 0.09773, 0, 0.06834, 0, 0.05834, 0.05834, 0.085, 0.08668000000000001, 0, 0, 0.07167, 0.06667000000000001, 0, 0.08233, 0.08833, 0, 0.03667, 0.19716, 0.09167, 0.077, 0.09988, 0, 0, 0.07234, 0.18009, 0.1021, 0.013340000000000001, 0.11167, 0, 0.07834, 0.14567, 0.0025, 0.02667, 0.07667, 0.09166, 0.12166, 0.02833, 0.20899, 0, 0.08827, 0.10167, 0.02, 0.08938, 0.0025, 0.115, 0.075, 0.075, 0, 0.006670000000000001, 0.03667, 0.07167, 0.005, 0.07667, 0.10915, 0.08125, 0, 0.01, 0.18499000000000002, 0.0028599999999999997, 0, 0.07667, 0.14003, 0.02, 0.07, 0.00834, 0.08167, 0.04917, 0.14953, 0.10208, 0.06667000000000001, 0.085, 0, 0.09499, 0.07, 0.08834, 0]"
pima,J+aB,PCA,100,0.01,0.031,0.03,"[0, 0.07438, 0, 0, 0, 0.05759, 0, 0, 0, 0, 0, 0, 0, 0, 0.03096, 0.0328, 0.00561, 0.11258, 0, 0.004, 0, 0, 0, 0.011689999999999999, 0, 0, 0, 0, 0, 0, 0.00933, 0, 0, 0, 0.06601, 0, 0, 0, 0, 0, 0.008, 0, 0, 0.07588, 0, 0.008, 0, 0, 0, 0, 0, 0, 0.10718, 0, 0, 0.05392, 0.004, 0, 0, 0, 0, 0.014, 0, 0, 0, 0, 0, 0.14092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02333, 0, 0, 0, 0, 0, 0.0063100000000000005, 0, 0, 0, 0, 0, 0, 0, 0.17525, 0, 0, 0, 0, 0, 0, 0]"
pima,J+aB,PCA,200,0.013,0.043,0.021,"[0, 0.007149999999999999, 0.04415, 0.02638, 0, 0, 0.0425, 0, 0.005719999999999999, 0.09571, 0, 0.006670000000000001, 0.00333, 0.006670000000000001, 0, 0.06787, 0.008660000000000001, 0.004, 0.006670000000000001, 0, 0, 0, 0, 0, 0.013340000000000001, 0.01512, 0, 0, 0.013340000000000001, 0, 0.02049, 0, 0, 0, 0.047490000000000004, 0.006670000000000001, 0, 0, 0.013340000000000001, 0, 0.024, 0.006670000000000001, 0, 0, 0.08838, 0.02, 0, 0, 0, 0.0375, 0.01667, 0.036520000000000004, 0, 0, 0.05799, 0.00679, 0.013340000000000001, 0, 0.026660000000000003, 0.006670000000000001, 0.01667, 0.022670000000000003, 0, 0.018340000000000002, 0.01167, 0, 0.09431, 0, 0, 0.00953, 0, 0.018000000000000002, 0.0084, 0, 0, 0.030000000000000002, 0, 0.01, 0.006670000000000001, 0, 0, 0.05666, 0, 0, 0.01833, 0, 0, 0.04601, 0, 0.006670000000000001, 0.01, 0.02067, 0.053130000000000004, 0.006670000000000001, 0.02, 0, 0.013330000000000002, 0.006670000000000001, 0, 0]"
pima,J+aB,PCA,300,0.031,0.078,0.032,"[0.04, 0.007149999999999999, 0.11423, 0, 0.0775, 0.02334, 0.05333, 0, 0.059750000000000004, 0, 0.02667, 0.0917, 0, 0.02, 0.021670000000000002, 0.06232, 0.015, 0.00975, 0.0712, 0.01, 0.035, 0.043340000000000004, 0.025, 0, 0, 0.03833, 0, 0, 0.025, 0.02834, 0.03362, 0, 0, 0.02834, 0.00167, 0.04167, 0, 0.05834, 0.00333, 0, 0.06833, 0.025330000000000002, 0.05167, 0.09416000000000001, 0, 0.035, 0.006670000000000001, 0.02, 0.13109, 0.055, 0.018340000000000002, 0.1165, 0.03501, 0, 0.006670000000000001, 0.00679, 0.013340000000000001, 0.015, 0.021670000000000002, 0.05166, 0, 0.04167, 0.06567, 0.08265, 0, 0.07583, 0.06834, 0.035, 0.02939, 0.055, 0, 0.01167, 0.005, 0, 0.006670000000000001, 0, 0.04167, 0.025, 0, 0.030000000000000002, 0, 0.02453, 0.10666, 0.006670000000000001, 0, 0.038740000000000004, 0.06589, 0.015, 0, 0.08167, 0, 0.09833, 0.085, 0.05167, 0.045, 0.04667, 0, 0.02834, 0, 0.01]"
pima,J+aB,PCA,400,0.026,0.067,0.03,"[0.04, 0, 0.09423000000000001, 0.052500000000000005, 0, 0, 0.05666, 0.015, 0, 0.059750000000000004, 0.02667, 0.04433, 0.02096, 0.015, 0, 0.01, 0.029, 0.01077, 0.021670000000000002, 0.06667000000000001, 0, 0.043340000000000004, 0, 0.025, 0.03773, 0, 0.025, 0, 0.02834, 0, 0.025, 0.05068, 0, 0, 0.01667, 0, 0, 0.00333, 0, 0.05834, 0.006670000000000001, 0.05167, 0.10715, 0.05588, 0.015, 0.025330000000000002, 0, 0.02, 0.06133, 0.12171, 0.006670000000000001, 0.018340000000000002, 0, 0.013340000000000001, 0.00679, 0.10733000000000001, 0.01733, 0.015, 0.021670000000000002, 0.025, 0, 0.056, 0.04167, 0.064, 0, 0.006670000000000001, 0.05939, 0.01775, 0.01, 0.015, 0.005, 0, 0, 0, 0, 0.01, 0.025, 0.04167, 0.0725, 0, 0.00619, 0.10666, 0.005, 0, 0.006670000000000001, 0.015, 0, 0.12267, 0, 0.02778, 0.0742, 0.02067, 0.07219, 0.08417, 0.045, 0, 0.021670000000000002, 0.02834, 0, 0.01]"
pima,J+aB,PCA,500,0.064,0.119,0.05,"[0.085, 0, 0, 0.17972, 0.02715, 0.04667, 0.035, 0.13634, 0.11042, 0.11750000000000001, 0.08733, 0.09667, 0.02096, 0, 0.08933, 0.04167, 0.065, 0.09668, 0.09667, 0.07259, 0, 0, 0, 0.085, 0.15, 0.10012, 0.05834, 0, 0.05834, 0.07334, 0.05834, 0.11434, 0, 0.07334, 0.06667000000000001, 0.00167, 0, 0, 0.08333, 0, 0.03667, 0.13967, 0.09167, 0.065, 0.09666, 0.10262, 0.06, 0, 0, 0.17567, 0.14317, 0, 0.07834, 0.05167, 0.03501, 0.075, 0.02667, 0.09166, 0.06667000000000001, 0.08, 0, 0.11167, 0.02333, 0.06334000000000001, 0.0891, 0.19899, 0.085, 0.00541, 0.08888, 0.065, 0, 0, 0.006670000000000001, 0.07, 0.08, 0.075, 0.10868, 0.11167, 0.075, 0, 0.006670000000000001, 0.17666, 0.02286, 0.07667, 0.1492, 0, 0.11167, 0.10167, 0, 0.07, 0.004, 0.15186, 0.085, 0, 0.095, 0.06167, 0, 0.07834, 0.0875, 0.07]"
pima,J+aB,PCA,600,0.058,0.106,0.05,"[0.085, 0.0925, 0, 0.17638, 0.13944, 0, 0, 0.11042, 0.035, 0.04667, 0.032, 0.02096, 0.06667000000000001, 0, 0.08733, 0.006670000000000001, 0.09667, 0.08309, 0.09667, 0.08668000000000001, 0.085, 0, 0.06834, 0, 0.09773, 0.05834, 0.085, 0, 0, 0.05834, 0.05834, 0.07806, 0, 0.07334, 0, 0.08333, 0.06667000000000001, 0, 0.00167, 0, 0.16716, 0.03667, 0.09167, 0.06889, 0.065, 0.06, 0, 0.10596, 0.17471, 0, 0.07834, 0.006670000000000001, 0, 0.036680000000000004, 0.14733, 0.065, 0.03, 0, 0.09166, 0.09166, 0.02333, 0.09667, 0, 0.08577, 0.03334, 0.219, 0.00541, 0.085, 0.08688, 0.065, 0, 0.075, 0, 0.006670000000000001, 0.07167, 0.08, 0.075, 0.04167, 0.10203, 0, 0.006670000000000001, 0.006670000000000001, 0.17666, 0.07667, 0.1528, 0.065, 0, 0, 0.02667, 0.07667, 0.01917, 0.1512, 0.06167, 0.095, 0.085, 0, 0.08583, 0.07834, 0, 0.069]"
pima,J+aB,PCA,700,0.06,0.111,0.048,"[0.13218, 0.09, 0, 0.18623, 0, 0.035, 0, 0.11542, 0.05667, 0.10917, 0.04167, 0.08733, 0.02667, 0, 0.04533, 0.07, 0.08668000000000001, 0.09667, 0.06667000000000001, 0.00596, 0, 0.085, 0, 0.06834, 0.02, 0, 0.11, 0.095, 0.05834, 0.06334000000000001, 0.06834, 0.00167, 0, 0, 0.06834, 0.07167, 0.06933, 0, 0, 0.08333, 0.13716, 0.075, 0.04167, 0.08704, 0.09167, 0, 0.06501, 0.04, 0.17300000000000001, 0.09927, 0.07834, 0.05167, 0, 0.14817, 0.04579, 0.040010000000000004, 0.01167, 0.09166, 0.06667000000000001, 0.09166, 0.02333, 0.10167, 0, 0.08688, 0.09910000000000001, 0.03334, 0.01511, 0.21067, 0.085, 0.065, 0, 0.075, 0.006670000000000001, 0, 0.08, 0.04167, 0.07167, 0.08, 0.08125, 0, 0, 0.17666, 0.07667, 0.02667, 0, 0.14589, 0, 0.03667, 0.07, 0.08167, 0.02067, 0.1512, 0.10054, 0.085, 0.08958, 0.006670000000000001, 0.06667000000000001, 0.08834, 0, 0.06549]"
pima,J+aB,PCA,800,0.058,0.11,0.049,"[0.085, 0, 0.14565, 0.10917, 0.02794, 0.17972, 0.11475, 0.035, 0.09739, 0, 0.0241, 0, 0.006670000000000001, 0.03533, 0.09667, 0.08533, 0.006670000000000001, 0.0841, 0.06667000000000001, 0.08668000000000001, 0.085, 0, 0.04173, 0.06834, 0.11, 0.02, 0, 0, 0.05834, 0.05834, 0, 0.075, 0, 0, 0.07167, 0.06834, 0.06667000000000001, 0.00167, 0, 0.02833, 0.1405, 0.03667, 0.05922, 0.075, 0, 0.09167, 0, 0.17300000000000001, 0.06501, 0.09927, 0.07834, 0.03667, 0, 0.03501, 0.05167, 0.15435, 0.06667000000000001, 0.02667, 0.08, 0.09166, 0.025, 0.10167, 0, 0.0941, 0.02667, 0.209, 0.01429, 0.085, 0.07939, 0.065, 0, 0.075, 0.006670000000000001, 0.03667, 0.006670000000000001, 0.08, 0.1016, 0.08667, 0, 0.10250000000000001, 0.17666, 0, 0, 0.07667, 0.13589, 0, 0.07, 0.02667, 0.08167, 0, 0.09994, 0.01167, 0.14953, 0.085, 0.06167, 0.08834, 0.08583, 0.006670000000000001, 0.07333, 0]"
pima,J+aB,PCA,900,0.064,0.129,0.052,"[0.09, 0, 0.11750000000000001, 0.065, 0.18806, 0.14015, 0, 0.02, 0.11475, 0.04667, 0.006670000000000001, 0.0062, 0.09786, 0.09668, 0, 0.04333, 0.06667000000000001, 0.07986, 0.006670000000000001, 0.07259, 0.02, 0.15, 0, 0.08572, 0.085, 0.0944, 0.07334, 0.05453, 0, 0.05834, 0.07667, 0.075, 0, 0.08333, 0.06667000000000001, 0, 0, 0, 0.08834, 0.00167, 0.17716, 0.03667, 0.075, 0, 0.05922, 0.17417, 0.07501000000000001, 0.04, 0.09167, 0.11377, 0.08084, 0.11167, 0.15751, 0.0435, 0.013340000000000001, 0.02667, 0, 0.09166, 0.12166, 0.06667000000000001, 0.02333, 0.11167, 0, 0.08600000000000001, 0.219, 0.02667, 0.00541, 0.115, 0.08938, 0.065, 0.075, 0, 0.006670000000000001, 0.07167, 0.08, 0.03667, 0.006670000000000001, 0.08125, 0.10868, 0, 0.006670000000000001, 0.17666, 0.01286, 0.02, 0.07, 0, 0.03667, 0.07667, 0.1278, 0.14167, 0.021670000000000002, 0.11554, 0.14786, 0.085, 0.08583, 0.04, 0.06667000000000001, 0.08834, 0, 0.07]"
pima,J+aB,PCA,1000,0.062,0.122,0.051,"[0.09, 0, 0.17805, 0.065, 0.09667, 0.11042, 0, 0.0925, 0.1222, 0, 0.032, 0.006670000000000001, 0.08668000000000001, 0.00596, 0, 0.09322, 0.09453, 0.079, 0.06667000000000001, 0.006670000000000001, 0.09167, 0.085, 0.11, 0.02, 0.06834, 0, 0, 0, 0.05453, 0.06834, 0.07667, 0.00167, 0.075, 0, 0.06667000000000001, 0, 0.08333, 0, 0.06834, 0, 0.19716, 0.075, 0.03667, 0.09167, 0.07337, 0, 0.17791, 0, 0.06501, 0.11461, 0.07834, 0, 0.14567, 0.02834, 0.05167, 0.014790000000000001, 0.013340000000000001, 0.06667000000000001, 0.09166, 0.12166, 0.08333, 0, 0.08481, 0.10167, 0.02, 0.219, 0.00341, 0.08138000000000001, 0.115, 0.065, 0, 0.08, 0.02667, 0.006670000000000001, 0.08, 0.07167, 0.04167, 0.10250000000000001, 0.08125, 0.02, 0.01, 0.17666, 0.0028599999999999997, 0.07667, 0.1288, 0, 0.02, 0.006670000000000001, 0.07, 0.14167, 0.10125, 0.02067, 0.1512, 0.06167, 0.085, 0.08458, 0, 0.08834, 0.04, 0.069]"
