dataset,method,model,mean,q90,std,raw
wbc,J+,LOF,0.138,0.324,0.121,"[0.26716, 0.0325, 0.07050000000000001, 0.09996000000000001, 0.24033000000000002, 0.183, 0.0, 0.083, 0.13333, 0.0, 0.064, 0.0, 0.069, 0.15292, 0.065, 0.21499000000000001, 0.00571, 0.44258, 0.115, 0.17980000000000002, 0.07668, 0.1125, 0.35507, 0.0, 0.23635, 0.11578000000000001, 0.0, 0.0, 0.25133, 0.0365, 0.12631, 0.11912, 0.32995, 0.20698, 0.09865, 0.1633, 0.09781000000000001, 0.10064000000000001, 0.34149, 0.01, 0.19751, 0.31313, 0.0, 0.0695, 0.084, 0.50196, 0.22718, 0.14879, 0.0965, 0.0, 0.17048, 0.065, 0.19683, 0.0, 0.0, 0.18716, 0.051000000000000004, 0.1898, 0.0025, 0.064, 0.047, 0.1102, 0.030670000000000003, 0.0, 0.45394, 0.23052, 0.09498, 0.26868, 0.104, 0.08166999999999999, 0.26687, 0.145, 0.24845, 0.0175, 0.0, 0.3236, 0.36334, 0.0, 0.135, 0.18471, 0.06, 0.19265, 0.09497, 0.0, 0.15083, 0, 0.19837, 0.07329000000000001, 0.0, 0.17653, 0.0475, 0.022000000000000002, 0.20114, 0.1485, 0.01, 0.34122, 0.10502, 0.43163999999999997, 0.41926, 0.23633]"
wbc,CV,LOF,0.126,0.26,0.117,"[0.15816, 0.24864, 0.09079, 0.12264, 0.08331, 0.14332, 0.0, 0.0, 0.20800000000000002, 0.10633000000000001, 0.0, 0.012, 0.16611, 0.0, 0.11562, 0.4209, 0.14914, 0.0, 0.048, 0.16982, 0.09249, 0.0845, 0.0, 0.23635, 0.11578000000000001, 0.26957, 0.254, 0.0, 0.0, 0.014, 0.11549, 0.26271, 0.11063, 0.2175, 0.20098, 0.1633, 0.0195, 0.129, 0.14721, 0.01, 0.08987, 0.25929, 0.12064, 0.112, 0.01, 0.22052, 0.4992, 0.0965, 0.09715, 0.0, 0.14881, 0.065, 0.0, 0.0, 0.0175, 0.0195, 0.19879, 0.09248, 0.0025, 0.051000000000000004, 0.0, 0.0, 0.1757, 0.07067, 0.45263, 0.24868, 0.19519, 0.09498, 0.04621, 0.08338, 0.27449, 0.2041, 0.0, 0.20683, 0.25675, 0.0, 0.08414, 0.18033, 0.0, 0.13298000000000001, 0.06, 0.19265, 0.18163, 0.0, 0, 0.10847, 0.17506, 0.06997, 0.0, 0.25654, 0.02, 0.0, 0.17949, 0.029500000000000002, 0.2634, 0.35122, 0.45314, 0.12894, 0.44871, 0.23465]"
wbc,CV+,LOF,0.129,0.263,0.117,"[0.167, 0.0, 0.24947, 0.055, 0.21395, 0.07748000000000001, 0.12632000000000002, 0.14264000000000002, 0.228, 0.0, 0.0, 0.02, 0.013999999999999999, 0.09, 0.15360000000000001, 0.4184, 0.05, 0.0615, 0.12482, 0.0, 0.1065, 0.06417, 0.34207, 0.26231, 0.0, 0.11412, 0.0, 0.0, 0.13296, 0.008, 0.11549, 0.31788, 0.1925, 0.11097, 0.19831000000000001, 0.21313000000000001, 0.129, 0.043500000000000004, 0.13838, 0.05, 0.23713, 0.06488, 0.0, 0.112, 0.23082, 0.10715000000000001, 0.13815, 0.5042, 0.1115, 0.0, 0.17749, 0.065, 0.0225, 0.0, 0.0, 0.19879, 0.05688, 0.14679, 0.10042, 0.0025, 0.23096, 0.0, 0.045, 0.4405, 0.2475, 0.0, 0.24689, 0.09163, 0.07471, 0.04571, 0.23364000000000001, 0.006670000000000001, 0.20183, 0.07083, 0.27175, 0.22527, 0.0, 0.0, 0.20304, 0.125, 0.0995, 0.19265, 0.14439000000000002, 0.0, 0.18077, 0, 0.07163, 0.11898, 0.0, 0.19421, 0.10021000000000001, 0.02, 0.36372, 0.27552, 0.0, 0.16671, 0.16794, 0.46163, 0.40716, 0.21236]"
ionosphere,SC,LOF,0.077,0.238,0.127,"[0.28831, 0.094, 0.025, 0.22402, 0.0125, 0.25084, 0, 0.21032, 0.005, 0, 0.01196, 0.14598, 0.053, 0, 0.0325, 0.25667, 0.09294, 0.23706, 0, 0.0075, 0, 0.0505, 0.04425, 0.18397, 0.6227, 0.07721, 0, 0.0945, 0, 0.0025, 0.01428, 0, 0.015, 0, 0.03, 0.01, 0.05317, 0, 0.03499, 0.03418, 0, 0.01, 0.0075, 0, 0.032, 0.089, 0.08395, 0.16763, 0.57334, 0.18558, 0.0025, 0.029, 0, 0, 0, 0.0175, 0.01321, 0.0395, 0, 0, 0.013919999999999998, 0, 0.1988, 0.01856, 0, 0, 0, 0.28997, 0.030879999999999998, 0.11767, 0, 0, 0.01, 0.30031, 0.15467, 0, 0.005, 0.09921, 0.08346, 0.098, 0.29020999999999997, 0.01821, 0.039, 0, 0, 0.11796, 0.01, 0.60949, 0.0175, 0.18115, 0.38819, 0, 0.0025, 0.0075, 0, 0.025, 0.057179999999999995, 0.005, 0, 0]"
ionosphere,J,LOF,0.136,0.328,0.14,"[0.18385, 0.25475, 0.0, 0.15449000000000002, 0.56746, 0.39667, 0.12182, 0.06998, 0.28418, 0.19914, 0.24397, 0.45899, 0.30855, 0.0, 0.20162, 0.0, 0.12149, 0.30777, 0.13566, 0.21542, 0.07582, 0.14031, 0.036129999999999995, 0.13197, 0.3242, 0.11011, 0.0, 0.10131, 0.0, 0.0075, 0.0165, 0.3974, 0.06671, 0.0, 0.0, 0.20881, 0.0, 0.0375, 0.29862, 0.19414, 0.0195, 0.15542, 0.11247, 0.09116, 0.16154, 0.09663000000000001, 0.0, 0.09154, 0.39296000000000003, 0.0, 0.07164, 0.081, 0.041, 0.03, 0.0, 0.08163000000000001, 0.0, 0.26067, 0.11414, 0.024, 0.004, 0.14150000000000001, 0.36007, 0.012, 0.12529, 0.05352, 0.1687, 0.081, 0.20061, 0.54904, 0.053, 0.09088, 0.1423, 0.19777, 0.034, 0.07482, 0.0, 0.18263000000000001, 0.19198, 0.19512000000000002, 0.45329, 0.0, 0.48637, 0.20909, 0.0, 0.0, 0.49932, 0.22763, 0.27671, 0.16945, 0.018000000000000002, 0.0, 0.098, 0.029500000000000002, 0.0125, 0.00571, 0.0, 0.0485, 0.0, 0.013000000000000001]"
ionosphere,J+,LOF,0.136,0.328,0.14,"[0.19914, 0.0, 0.06998, 0.25475, 0.56746, 0.28418, 0.12182, 0.39667, 0.18385, 0.15449000000000002, 0.24397, 0.30855, 0.45899, 0.20162, 0.0, 0.30777, 0.0, 0.12149, 0.21542, 0.13566, 0.07582, 0.036129999999999995, 0.14031, 0.0, 0.13197, 0.3242, 0.10131, 0.11011, 0.0075, 0.0, 0.0165, 0.3974, 0.06671, 0.20631, 0.0, 0.0, 0.29262, 0.0, 0.0375, 0.19414, 0.0195, 0.15542, 0.09116, 0.11247, 0.09663000000000001, 0.16154, 0.0, 0.09154, 0.0, 0.39296000000000003, 0.07164, 0.081, 0.041, 0.03, 0.0, 0.0, 0.26067, 0.08163000000000001, 0.024, 0.11414, 0.004, 0.14150000000000001, 0.36007, 0.012, 0.05352, 0.20061, 0.1687, 0.12529, 0.54904, 0.081, 0.053, 0.09088, 0.1423, 0.19777, 0.034, 0.19198, 0.07482, 0.0, 0.18263000000000001, 0.19512000000000002, 0.45429, 0.0, 0.48637, 0.20909, 0.0, 0.22763, 0.27671, 0.0, 0.16945, 0.49932, 0.018000000000000002, 0.0, 0.098, 0.0125, 0.029500000000000002, 0.00571, 0.0485, 0.0, 0.0, 0.013000000000000001]"
ionosphere,CV,LOF,0.152,0.35,0.144,"[0.0, 0.21241, 0.34713, 0.31895, 0.0685, 0.29032, 0.57317, 0.42632, 0.19848000000000002, 0.253, 0.30094, 0.11394, 0.23647, 0.41613, 0.25305, 0.54399, 0.0, 0.30191, 0.06, 0.13066, 0.08032, 0.1179, 0.09081, 0.25492, 0.11113, 0.0, 0.0075, 0.11077, 0.029, 0.09248, 0.0315, 0.012, 0.25834, 0.0, 0.09921, 0.32128, 0.15782, 0.01713, 0.29946, 0.09397, 0.015, 0.0245, 0.13342, 0.10663, 0.10713, 0.1143, 0.0, 0.11914, 0.38712, 0.1095, 0.13167, 0.0175, 0.08432, 0.0, 0.0, 0.08163000000000001, 0.11663, 0.025, 0.09913, 0.19022, 0.0, 0.37185, 0.0565, 0.012, 0.11581, 0.06954, 0.2148, 0.47979, 0.116, 0.31699, 0.10073, 0.008, 0.2076, 0.15147, 0.07582, 0.031, 0.18148, 0.0, 0.2935, 0.1108, 0.45952, 0.004, 0.2213, 0.56907, 0.03, 0.26504, 0.19099, 0.25991000000000003, 0.0, 0.50137, 0.21891, 0.11631, 0.035, 0.0908, 0.12198, 0.13347, 0.0, 0.0, 0.0, 0.0075]"
ionosphere,CV+,LOF,0.122,0.31,0.137,"[0.18638, 0.3401, 0.0, 0.29913, 0.4972, 0.028, 0.25498, 0.24211, 0.13216, 0.11283, 0.24731, 0.30862, 0.50017, 0.23697000000000001, 0.0, 0.26003, 0.37391, 0.06634, 0.12533, 0.06, 0.07599, 0.09081, 0.08202, 0.12571, 0.10946, 0.0, 0.0, 0.023, 0.004, 0.06706, 0.0075, 0.012, 0.16104, 0.0, 0.10171, 0.25062, 0.10899, 0.0, 0.2508, 0.11217, 0.015, 0.12021, 0.0245, 0.11914, 0.07613, 0.11614000000000001, 0.0, 0.38696, 0.06974, 0.0275, 0.015, 0.05571, 0.043000000000000003, 0.09663000000000001, 0.012, 0.0, 0.0, 0.1033, 0.13496, 0.0, 0.0, 0.021500000000000002, 0.31759, 0.0, 0.10797, 0.05682, 0.24937, 0.08832, 0.39596, 0.0395, 0.008, 0.02871, 0.19147, 0.009000000000000001, 0.20694, 0.08399, 0.0, 0.12399, 0.0, 0.21863, 0.41865, 0.0, 0.57797, 0.1938, 0.03, 0.15653, 0.2382, 0.57208, 0.0, 0.21962, 0.015, 0.1255, 0.13621, 0.0125, 0.10914, 0.0125, 0.0, 0.0, 0.0, 0.0]"
breastw,SC,LOF,0.159,0.345,0.127,"[0.053219999999999996, 0, 0.21214, 0.07545, 0.04245, 0.14052, 0.23918999999999999, 0.17878, 0.40643, 0.08814, 0.08635999999999999, 0.04591, 0.0525, 0, 0.20575, 0.15096, 0.06094, 0.08498, 0.37678, 0.07314999999999999, 0.22479, 0.16125, 0.12827, 0.23987, 0.15291, 0.1827, 0.25931, 0.06875, 0.0165, 0.36887, 0.11696999999999999, 0, 0.0, 0.08472, 0.10794999999999999, 0.29426, 0.27307, 0.0, 0.06373, 0.27065, 0.07915, 0.0, 0.19423, 0.20897, 0.05754, 0.06654, 0.20402, 0.09963, 0.03699, 0.22142, 0.08436, 0.005, 0.0, 0.15393, 0.12957, 0.17753, 0.0997, 0.17404, 0.40899, 0.0598, 0.31948, 0.293, 0.37995, 0.04856, 0.45647, 0.06562, 0.13176, 0.27796, 0.45434, 0.26753, 0, 0.44755, 0.00425, 0.19196, 0.33184, 0.23043, 0.28488, 0.0, 0.26967, 0.15404, 0.30985, 0.11168, 0.34399, 0.03917, 0.21635, 0.08662, 0, 0.08794, 0.0028599999999999997, 0.003, 0.23827, 0.03695, 0.0, 0.294, 0.35873, 0.20212, 0.36958, 0.16299, 0.33858, 0]"
breastw,J,LOF,0.101,0.268,0.11,"[0.01608, 0.10583, 0.00333, 0.27233, 0.1481, 0, 0.022770000000000002, 0.10707, 0.04271, 0.03952, 0.26115, 0.005, 0.02573, 0.11563, 0, 0.0, 0.19, 0.04571, 0.22786, 0.09833, 0.12414, 0.02344, 0.006, 0.00417, 0.08027000000000001, 0.02018, 0.01591, 0, 0.12333, 0.061130000000000004, 0.002, 0.011890000000000001, 0, 0, 0.23335, 0.28103, 0.12456, 0.02322, 0.008, 0, 0, 0.013770000000000001, 0, 0, 0.07536999999999999, 0.16597, 0.0028599999999999997, 0.1713, 0.03258, 0.04531, 0.24023, 0.05121, 0.16711, 0, 0.04468, 0, 0.11753, 0, 0.01332, 0.002, 0.23856, 0.12739, 0.36173, 0.10783, 0, 0.29399000000000003, 0.37153, 0.02, 0.36039, 0.11246, 0.10111, 0, 0.12031, 0.004, 0.29207, 0, 0.23638, 0.14671, 0.25212, 0.30631, 0.26798, 0.08921, 0.21277000000000001, 0, 0, 0.14216, 0, 0.24948, 0.02555, 0.02281, 0.25768, 0.36993, 0.20069, 0.09045, 0.36022, 0.11354, 0, 0.17283, 0.06, 0]"
breastw,J+,LOF,0.102,0.262,0.11,"[0.10583, 0.01608, 0.26898, 0.022770000000000002, 0.04271, 0.10707, 0.1461, 0.00333, 0, 0.03952, 0.26115, 0.02573, 0.0, 0, 0, 0.15863, 0.22753, 0.04571, 0.09833, 0.19, 0.15164, 0.01844, 0.006, 0.028509999999999997, 0.00417, 0, 0.03426, 0.07989, 0.12333, 0.061130000000000004, 0.002, 0, 0, 0.27532, 0.011890000000000001, 0.02322, 0.008, 0.23542, 0.12456, 0, 0, 0.00933, 0.16664, 0.17166, 0, 0, 0.07536999999999999, 0.028900000000000002, 0.0028599999999999997, 0.04531, 0.24023, 0.05154, 0.17261, 0, 0, 0, 0.04468, 0.11753, 0.01632, 0.002, 0.12105, 0, 0.36145, 0.23967, 0.36753, 0.29202, 0.10783, 0.11284, 0.02, 0.36011, 0.09975, 0.27642, 0, 0.12369, 0.004, 0.23638, 0, 0.14671, 0.25019, 0.30730999999999997, 0.08986, 0, 0, 0.2186, 0.25589, 0.14383, 0.24948, 0.02281, 0, 0.02555, 0.25732, 0.36561, 0.20069, 0.09045, 0, 0.37329, 0.11354, 0.17283, 0.063, 0]"
breastw,CV,LOF,0.092,0.276,0.108,"[0.05441, 0.03529, 0, 0.10583, 0.05949, 0.00804, 0.27459, 0.02187, 0.06398, 0.01599, 0.008719999999999999, 0.26367, 0, 0, 0.19, 0.03001, 0.0885, 0, 0.06048, 0.22337, 0.07777, 0.02517, 0, 0.006, 0.01599, 0.19267, 0.02018, 0.05319, 0, 0.02362, 0.17546, 0, 0, 0, 0.004, 0, 0.00622, 0.008, 0.08207, 0.24421, 0, 0, 0.12927, 0, 0.08725, 0, 0.1755, 0, 0.0728, 0.06658, 0, 0.034839999999999996, 0.24377000000000001, 0.03095, 0.15263, 0, 0.005, 0, 0.11592, 0, 0.35973, 0.006, 0.04011, 0.2302, 0.1, 0.28979, 0.29025, 0.006, 0.34759, 0.14003000000000002, 0, 0.08818, 0.0618, 0.002, 0.2996, 0.23219, 0, 0.30071, 0.23338, 0.23374, 0, 0.15766, 0.05162, 0.0714, 0.005719999999999999, 0.21288, 0, 0.29497, 0, 0.005560000000000001, 0.29369, 0.37483, 0.19512000000000002, 0.06743, 0, 0.33684000000000003, 0.09916, 0.069, 0.12127, 0]"
breastw,CV+,LOF,0.1,0.268,0.108,"[0.01858, 0.11485000000000001, 0.11762, 0.11533, 0.027520000000000003, 0, 0.05709, 0.08676, 0.27208, 0.022590000000000002, 0.014719999999999999, 0, 0.27253, 0.007149999999999999, 0.0426, 0.00829, 0.22001, 0.08143, 0.188, 0.0925, 0.12566, 0.02205, 0.00417, 0.008, 0, 0.03681, 0.035699999999999996, 0.06128, 0.18298, 0.05141, 0, 0, 0, 0.00965, 0.22049, 0.006, 0.008, 0.23639, 0.12127, 0, 0, 0, 0, 0.16042, 0.1283, 0, 0.12081, 0.10099, 0, 0.10915, 0.24207, 0.05992, 0, 0, 0.17788, 0.049999999999999996, 0.0042899999999999995, 0.11046, 0, 0, 0.22343, 0.08131, 0.006, 0.2643, 0.3718, 0.10036, 0.36546, 0.021, 0.35657, 0.17118, 0, 0.10422000000000001, 0.002, 0.29566, 0.088, 0, 0.22407, 0.27246, 0.24321, 0.21289, 0.12869, 0.21365, 0, 0, 0.07779, 0.18665, 0.26743, 0.015729999999999997, 0, 0.0042899999999999995, 0.31426, 0.3815, 0.16561, 0.04993, 0.31694, 0.00629, 0.11689000000000001, 0.06, 0.17965, 0]"
musk,SC,LOF,0.176,0.235,0.046,"[0.16258, 0.19489, 0.1437, 0.22997, 0.24454, 0.17147, 0.18801, 0.20517, 0.16214, 0.20993, 0.09217, 0.13839, 0.12551, 0.1537, 0.25985, 0.23600000000000002, 0.22213, 0.22241, 0.1182, 0.18202000000000002, 0.17267, 0.09535, 0.17295, 0.16353, 0.14996, 0.23213, 0.08256, 0.23407, 0.16991, 0.23466, 0.12496, 0.20367, 0.11987, 0.21295, 0.21255000000000002, 0.17491, 0.18684, 0.17919000000000002, 0.20975, 0.17771, 0.18052, 0.17711, 0.18058, 0.2202, 0.12346, 0.13352, 0.05189, 0.1882, 0.11269, 0.14883, 0.09083, 0.17183, 0.18466, 0.23569, 0.18266000000000002, 0.18888, 0.07851, 0.1784, 0.14306, 0.1306, 0.17825000000000002, 0.26516, 0.16754, 0.11629, 0.27466, 0.09087, 0.26412, 0.2021, 0.12918, 0.26417, 0.2099, 0.18392, 0.21348, 0.26323, 0.20363, 0.24921000000000001, 0.15913, 0.22415000000000002, 0.11991, 0.20852, 0.16342, 0.21035, 0.19301000000000001, 0.14126, 0.1663, 0.2048, 0.18401, 0.17562, 0.13726, 0.10741, 0.13038, 0.17609, 0.17647, 0.20678, 0.19398, 0.1671, 0.15668, 0.14326, 0.14203, 0.13969]"
musk,CV,LOF,0.175,0.222,0.039,"[0.20766, 0.20341, 0.13358, 0.14728, 0.22303, 0.21697, 0.14052, 0.2156, 0.1884, 0.26968000000000003, 0.10300000000000001, 0.14486000000000002, 0.17536, 0.2089, 0.12071, 0.21444, 0.24687, 0.11145000000000001, 0.17425000000000002, 0.18687, 0.19178, 0.22883, 0.14709, 0.18826, 0.15194, 0.21622, 0.18714, 0.18302000000000002, 0.17224, 0.17592, 0.1563, 0.15694, 0.18844, 0.16179, 0.1554, 0.25267, 0.17313, 0.13551, 0.22216, 0.22048, 0.20559, 0.08809, 0.13596, 0.14897, 0.19451, 0.15885, 0.15436, 0.10359, 0.11609, 0.16833, 0.16782, 0.12998, 0.18016000000000001, 0.22167, 0.15811, 0.19273, 0.23451, 0.21313000000000001, 0.24772, 0.21939, 0.15986, 0.19059, 0.20198, 0.16399, 0.20001, 0.09125, 0.16367, 0.19687000000000002, 0.19514, 0.16692, 0.18157, 0.24335, 0.1754, 0.15971, 0.18235, 0.21317, 0.13479, 0.13881000000000002, 0.21599000000000002, 0.18924, 0.19189, 0.10106, 0.16798000000000002, 0.14737, 0.19974, 0.16515, 0.20489000000000002, 0.22646, 0.09917000000000001, 0.17354, 0.14929, 0.19341, 0.13477, 0.2105, 0.12515, 0.16999, 0.11749, 0.1703, 0.13561, 0.11192]"
musk,CV+,LOF,0.157,0.206,0.038,"[0.16635, 0.2676, 0.17777, 0.19232, 0.21887, 0.14159, 0.12988, 0.18928, 0.13765, 0.11233, 0.09404, 0.18362, 0.11105, 0.20199, 0.16818, 0.14349, 0.14824, 0.16302, 0.11377, 0.18349000000000001, 0.16663, 0.16249, 0.14515, 0.22743, 0.17792, 0.16653, 0.17964, 0.15725, 0.1387, 0.15321, 0.12816, 0.14057, 0.12502, 0.13287, 0.13871, 0.13258, 0.16543, 0.20761000000000002, 0.22496, 0.19667, 0.11142, 0.15787, 0.15587, 0.06928, 0.12911, 0.08178, 0.16055, 0.16178, 0.14837, 0.11206, 0.1342, 0.17283, 0.10216, 0.15078, 0.16473000000000002, 0.21589, 0.18213000000000001, 0.19234, 0.2295, 0.21598, 0.18109, 0.14857, 0.18092, 0.0814, 0.1731, 0.15419, 0.18692, 0.15233, 0.15697, 0.17221, 0.17245, 0.16255, 0.19254, 0.20536000000000001, 0.12532000000000001, 0.13421, 0.17097, 0.20889, 0.13046, 0.15982, 0.17932, 0.09411, 0.19329, 0.13057, 0.17774, 0.15941, 0.18583, 0.06849, 0.15532, 0.21838, 0.15094, 0.17114000000000001, 0.19749, 0.109, 0.11476, 0.11594, 0.11845, 0.10962, 0.09415, 0.13501]"
pima,SC,LOF,0.032,0.06,0.104,"[0, 0, 0, 0.24140999999999999, 0, 0, 0, 0.0265, 0, 0.05879, 0, 0, 0, 0.004, 0, 0, 0.0025, 0, 0.07379, 0, 0, 0.025, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.019, 0, 0, 0.006999999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0.02636, 0.02285, 0, 0, 0, 0, 0.10489, 0.0325, 0, 0, 0.42255, 0.01464, 0.006999999999999999, 0.015, 0, 0, 0.0025, 0, 0, 0, 0, 0, 0, 0, 0.00571, 0, 0, 0.03999, 0.015, 0, 0.03285, 0, 0, 0, 0, 0, 0.0805, 0, 0.04035, 0, 0.0275, 0.03, 0, 0.01428, 0.56635, 0, 0, 0, 0.13592, 0.00714, 0.7061, 0, 0.22963, 0.1205, 0.005, 0, 0.0075, 0]"
pima,J,LOF,0.067,0.205,0.146,"[0, 0, 0.49508, 0.20317, 0, 0.12567, 0.004, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0.005, 0.02583, 0.0925, 0, 0.056, 0.006999999999999999, 0, 0, 0, 0.005, 0, 0, 0.005, 0.005, 0.005, 0, 0.005, 0, 0, 0, 0.005, 0, 0.1175, 0, 0.095, 0.005, 0.005, 0, 0.005, 0.08167, 0, 0, 0.50963, 0.22334, 0, 0.146, 0.006, 0.03992, 0.41469, 0, 0, 0.005, 0, 0.005, 0, 0.06167, 0.12, 0.02214, 0.19042, 0, 0.01, 0, 0.005, 0.004, 0, 0, 0.004, 0.032670000000000005, 0, 0.006, 0.035, 0.20001, 0.004, 0, 0.26071, 0, 0, 0, 0.71968, 0.04066, 0, 0.005, 0, 0.01529, 0, 0.233, 0.005, 0.57964, 0.62606, 0.46535, 0, 0.11975, 0.12556, 0.03267]"
pima,J+,LOF,0.067,0.205,0.146,"[0.49508, 0.004, 0, 0.20317, 0, 0, 0.12567, 0, 0, 0, 0, 0, 0.09, 0.005, 0, 0, 0, 0.02583, 0.0925, 0, 0.056, 0, 0, 0, 0, 0.006999999999999999, 0, 0.005, 0.005, 0.005, 0.005, 0.005, 0, 0.005, 0, 0, 0, 0, 0, 0.1175, 0, 0.005, 0.095, 0.005, 0, 0.005, 0, 0.50963, 0.08167, 0.22334, 0, 0.146, 0.006, 0.41469, 0.03992, 0, 0.005, 0, 0.005, 0, 0.12, 0, 0, 0.02214, 0.06167, 0.01, 0, 0.005, 0.19042, 0.004, 0, 0, 0.004, 0, 0.032670000000000005, 0.004, 0.20001, 0.006, 0.035, 0, 0.26071, 0, 0, 0.04066, 0.71968, 0, 0.005, 0, 0.01529, 0, 0.233, 0, 0.62606, 0.005, 0.57964, 0.46535, 0, 0.11975, 0.03267, 0.12556]"
pima,CV,LOF,0.061,0.205,0.138,"[0, 0.49376, 0, 0.20317, 0, 0, 0.12567, 0.004, 0, 0, 0, 0, 0.09, 0, 0, 0, 0, 0.0925, 0, 0, 0, 0, 0, 0.006, 0.015, 0.005, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0.11, 0.005, 0, 0, 0, 0.005, 0.09767, 0.0042899999999999995, 0.10266, 0, 0.005, 0, 0.005, 0.2175, 0.50447, 0, 0.15, 0, 0, 0.005, 0, 0.41302, 0.005, 0.01464, 0, 0, 0.05, 0.02214, 0.12, 0.19572, 0, 0, 0.004, 0.01, 0.011, 0, 0, 0, 0.005, 0, 0.004, 0.006, 0.03, 0.18667, 0, 0.26167, 0, 0.005, 0, 0.77798, 0, 0.02966, 0, 0.006, 0.005, 0.218, 0, 0.31367, 0.005, 0, 0.29718, 0.62922, 0.11975, 0.03267, 0.036]"
pima,CV+,LOF,0.065,0.204,0.143,"[0, 0.004, 0.49376, 0, 0, 0, 0.20317, 0, 0, 0.12067, 0, 0, 0, 0.004, 0.09, 0, 0, 0, 0.0125, 0.16017, 0, 0.034, 0.015, 0, 0, 0, 0, 0, 0, 0.005, 0.005, 0.005, 0, 0.006, 0, 0, 0, 0, 0.115, 0, 0.0042899999999999995, 0.091, 0.005, 0.005, 0.08733, 0, 0, 0.60714, 0.005, 0.21601, 0.15, 0, 0, 0.41901, 0, 0.0077800000000000005, 0, 0.005, 0.005, 0, 0, 0.05, 0.12, 0.02214, 0, 0.01, 0, 0.19572, 0.005, 0.004, 0.005, 0.004, 0, 0, 0.006, 0.02, 0.201, 0.03, 0.004, 0, 0, 0.005, 0.271, 0, 0.03566, 0.77829, 0.005, 0, 0, 0.03229, 0, 0.218, 0.62753, 0.40701, 0.29718, 0.005, 0, 0.04834, 0.11975, 0.06633]"
annthyroid,SC,LOF,0.168,0.26,0.082,"[0.09245, 0.11474000000000001, 0.03768, 0.18442, 0.17195, 0.21299, 0.11475, 0.14396, 0.19196, 0.11216, 0.14289, 0.19447, 0.17101, 0.09273, 0.1476, 0.09012, 0.31255, 0.20038, 0.25617, 0.09145, 0.16614, 0.24797, 0.31776, 0.17807, 0.11403, 0.19157, 0.07465000000000001, 0.06162, 0.21281, 0.06499, 0.13293, 0.14285, 0.020220000000000002, 0.23394, 0.2402, 0.03668, 0.01973, 0.29306, 0.25334, 0.18857000000000002, 0.19637000000000002, 0.12837, 0.09788000000000001, 0.1547, 0.18949, 0.30021, 0.26199, 0.21793, 0.2954, 0.11392000000000001, 0.2086, 0.23846, 0.25693, 0.07488, 0.00799, 0.09865, 0.22918, 0.23566, 0.03382, 0.12873, 0.17645, 0.08898, 0.175, 0.16501, 0.2527, 0.12621, 0.20494, 0.24075, 0.23165, 0.19603, 0.21782, 0.00951, 0.13784, 0.04151, 0.08108, 0.04336, 0.30355, 0.20926, 0.2042, 0.25087, 0.2377, 0.16652, 0.19594, 0.22462000000000001, 0.33597, 0.25961, 0.25376, 0.23348, 0.24693, 0.08494, 0.18679, 0.16754, 0.09526, 0.31864, 0.03106, 0.02222, 0.02443, 0.16384, 0.28644, 0.17984]"
annthyroid,CV,LOF,0.161,0.24,0.064,"[0.07956, 0.141, 0.1154, 0.18719, 0.13501, 0.1683, 0.13057, 0.10269, 0.18906, 0.10734, 0.17961, 0.16457, 0.13076000000000002, 0.19499, 0.19576, 0.13344, 0.30044, 0.02088, 0.26048, 0.17887, 0.16543, 0.28764, 0.16783, 0.06037, 0.13195, 0.20129, 0.21975, 0.21823, 0.10262, 0.13827, 0.15327, 0.1153, 0.17366, 0.04932, 0.16757, 0.03475, 0.18963, 0.08691, 0.18068, 0.16948, 0.19276000000000001, 0.18136, 0.18134, 0.21422, 0.20575000000000002, 0.20987, 0.132, 0.21745, 0.20234, 0.19859, 0.18959, 0.25031, 0.14627, 0.11465, 0.14277, 0.1487, 0.13714, 0.20612, 0.0523, 0.19955, 0.14684, 0.16927999999999999, 0.20263, 0.20088, 0.18918000000000001, 0.13558, 0.19791, 0.2575, 0.14938, 0.16028, 0.18257, 0.03255, 0.1873, 0.13925, 0.03553, 0.2177, 0.09298000000000001, 0.32773, 0.09812, 0.22824, 0.06547, 0.18993, 0.13679, 0.23106000000000002, 0.11733, 0.23931, 0.26297, 0.04561, 0.26601, 0.20394, 0.10299, 0.07262, 0.07795, 0.08458, 0.10292, 0.26688, 0.09864, 0.16219, 0.1149, 0.27899]"
